Time,Sample #,proper VBAT,CHG,,VBAT-original,original conversion factor,digital #,proper conversion,proper VBAT
57:27.0,1765,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
57:57.1,1766,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
58:27.2,1767,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
58:57.2,1768,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
59:27.3,1769,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
59:57.4,1770,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
00:27.5,1771,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
00:57.6,1772,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
01:27.7,1773,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
01:57.7,1774,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
02:27.8,1775,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
02:57.9,1776,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
03:28.0,1777,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
03:58.1,1778,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
04:28.2,1779,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
04:58.3,1780,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
05:28.4,1781,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
05:58.4,1782,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
06:28.5,1783,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
06:58.6,1784,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
07:28.7,1785,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
07:58.8,1786,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
08:28.9,1787,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
08:58.9,1788,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
09:29.0,1789,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
09:59.1,1790,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
10:29.2,1791,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
10:59.3,1792,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
11:29.4,1793,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
11:59.5,1794,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
12:29.5,1795,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
12:59.6,1796,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
13:29.7,1797,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
13:59.8,1798,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
14:29.9,1799,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
15:00.0,1800,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
15:30.1,1801,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
16:00.1,1802,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
16:30.2,1803,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
17:00.3,1804,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
17:30.4,1805,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
18:00.5,1806,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
18:30.6,1807,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
19:00.7,1808,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
19:30.7,1809,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
20:00.8,1810,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
20:30.9,1811,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
21:01.0,1812,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
21:31.1,1813,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
22:01.2,1814,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
22:31.3,1815,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
23:01.3,1816,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
23:31.4,1817,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
24:01.5,1818,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
24:31.6,1819,4.22,3.02,,3.94,0.00453125,870,0.004853516,4.22
25:01.7,1820,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
25:31.8,1821,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
26:01.9,1822,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
26:31.9,1823,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
27:02.0,1824,4.20,3.03,,3.92,0.00453125,865,0.004853516,4.20
27:32.1,1825,4.21,3.03,,3.93,0.00453125,867,0.004853516,4.21
28:02.2,1826,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
28:32.3,1827,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
29:02.4,1828,4.20,3.01,,3.92,0.00453125,865,0.004853516,4.20
29:32.4,1829,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
30:02.5,1830,4.20,3.02,,3.92,0.00453125,865,0.004853516,4.20
30:32.6,1831,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
31:02.7,1832,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
31:32.8,1833,4.21,3.02,,3.93,0.00453125,867,0.004853516,4.21
2014-1,1834,,,,,,,,
